text,true_label,predicted_label,prob_F,prob_PE,prob_LF,prob_US,prob_A,prob_SE,prob_FT,prob_SC,prob_PO,prob_O,prob_MN,prob_L
ship sunk product shall simulate sound sinking ship,LF,LF,0.09167570620775223,0.035448409616947174,0.36365485191345215,0.0920286551117897,0.03235971927642822,0.011292736977338791,0.04320089891552925,0.022687535732984543,0.013894099742174149,0.24285532534122467,0.019409725442528725,0.03149234503507614
system shall notify use financing request,F,F,0.9902834296226501,0.0011534516233950853,0.0008210391388274729,0.0015915286494418979,0.0003477827995084226,0.00253879907540977,0.0008638871368020773,0.0005012169131077826,0.00032710484811104834,0.0009010572102852166,0.00027860963018611073,0.0003920037706848234
prepaid cards shall distributed via email via printed paper card,F,O,0.03318694606423378,0.044409528374671936,0.0493905171751976,0.06437832862138748,0.060272350907325745,0.11350662261247635,0.02738351933658123,0.01888878270983696,0.02002277970314026,0.5285935997962952,0.024932853877544403,0.015034129843115807
reports must easy generate reports must generated within one button click exported within one button click selecting report,US,US,0.025863725692033768,0.22811220586299896,0.07731131464242935,0.46868041157722473,0.027927016839385033,0.00850948691368103,0.016728414222598076,0.03842529281973839,0.01827886514365673,0.035339049994945526,0.038954198360443115,0.015869980677962303
enable admin generate reports contains posts corresponding replies,F,F,0.9875611662864685,0.0014388997806236148,0.0012152972631156445,0.0026032293681055307,0.00032908216235227883,0.002130344742909074,0.0016335134860128164,0.0008095945813693106,0.0005390399601310492,0.0006029598880559206,0.00039396798820234835,0.0007429246907122433
system notify affected parties changes occur affecting classes including limited class cancellations class section detail changes changes class offerings given quarter,F,F,0.9581329226493835,0.003350229235365987,0.007172751240432262,0.013217384926974773,0.0011780050117522478,0.00730032566934824,0.002645270200446248,0.0014500919496640563,0.0010224158177152276,0.0011602710001170635,0.0014508339809253812,0.0019194665364921093
program administrators nursing staff members shall able add new classes sequence classes,F,F,0.9814821481704712,0.0010700833518058062,0.0013320413418114185,0.0067161195911467075,0.0003314688801765442,0.0031107293907552958,0.0019258444663137197,0.0011110675986856222,0.00045937986578792334,0.0011701809708029032,0.0004600978281814605,0.0008309137192554772
system shall locate preferred repair facility highest ratings input criteria,F,F,0.983117938041687,0.001714518410153687,0.002027744660153985,0.0040083290077745914,0.0005666534416377544,0.0013416921719908714,0.0023073689080774784,0.001101217814721167,0.000693444861099124,0.00178324815351516,0.00044085123226977885,0.0008969450136646628
velkat staff available phone support 7am7pm mf provide technical support izogn administrators,A,O,0.019967539235949516,0.024184351786971092,0.09783881902694702,0.15171173214912415,0.13121989369392395,0.1521724909543991,0.033328261226415634,0.028016306459903717,0.03168731927871704,0.21829372644424438,0.06927517056465149,0.04230434074997902
waiter attempts log second tablet already logged another tablet shall rejected notified tablets,SE,SE,0.014286023564636707,0.007418403401970863,0.017451539635658264,0.035056088119745255,0.004507256206125021,0.8516625761985779,0.014608963392674923,0.004626105539500713,0.008154669776558876,0.02011028490960598,0.013041599653661251,0.00907649751752615
hit results sinking ship product shall indicate type ship sunk defensive grid defensive player,F,F,0.9787049293518066,0.0014897244982421398,0.006343005690723658,0.00415517995133996,0.0005161119624972343,0.0013320841826498508,0.0023650317452847958,0.0005187772330828011,0.0006178618059493601,0.002350392984226346,0.0007326124468818307,0.0008742101490497589
product shall allow user remove list players time,F,F,0.9830581545829773,0.0016215533250942826,0.0011909448076039553,0.005499042570590973,0.0006250086007639766,0.0018620467744767666,0.0022752361837774515,0.0012546355137601495,0.0006878382991999388,0.0007460286724381149,0.0004092048038728535,0.0007705232128500938
website shall continue operate payment gateway goes,FT,O,0.015253502875566483,0.04872453212738037,0.11870978772640228,0.06611458212137222,0.12448469549417496,0.0327453687787056,0.06650315225124359,0.028542805463075638,0.025299927219748497,0.3810259699821472,0.05524763837456703,0.03734801709651947
system shall operate within windows xp professional operating system,O,O,0.004471868742257357,0.020795244723558426,0.12393776327371597,0.03218734636902809,0.06696782261133194,0.010249157436192036,0.022174444049596786,0.018051648512482643,0.026158342137932777,0.6151756048202515,0.039782118052244186,0.020048674196004868
system shall enable user add one component configuration,F,F,0.9862274527549744,0.001990179531276226,0.0009648377890698612,0.003726003458723426,0.0004213231732137501,0.0016732416115701199,0.0017547174356877804,0.0009707067511044443,0.0005482775741256773,0.000714876689016819,0.00033272718428634107,0.0006756198708899319
cma report shall returned later 60 seconds user entered cma report criteria,PE,PE,0.280568391084671,0.40027499198913574,0.01544022187590599,0.18894605338573456,0.020640410482883453,0.010479366406798363,0.019173797219991684,0.02916231006383896,0.006358124315738678,0.010966583155095577,0.01091521605849266,0.007074540480971336
page application take 6 seconds load dsl broadband connection,PE,O,0.0017938457895070314,0.14828264713287354,0.029414838179945946,0.045081015676259995,0.2650139331817627,0.014850244857370853,0.022865470498800278,0.035464633256196976,0.03990347310900688,0.2923039495944977,0.08729147911071777,0.017734400928020477
system portable various operating environments,PO,O,0.03258180618286133,0.03964482247829437,0.07077574729919434,0.03806357458233833,0.12249810248613358,0.03539247810840607,0.03653692826628685,0.03562692925333977,0.027268165722489357,0.4988698363304138,0.03526308760046959,0.02747856080532074
system use stored email addresses primary means communicating information affected parties,F,SE,0.05747438222169876,0.005007227882742882,0.012684527784585953,0.018252799287438393,0.0027327716816216707,0.8367035984992981,0.010202471166849136,0.0022626216523349285,0.003651068080216646,0.0393742211163044,0.004703781101852655,0.006950501352548599
system shall notify user schedule changes,F,F,0.9749673008918762,0.0026697649154812098,0.002065540524199605,0.003219258040189743,0.0006299846572801471,0.009218056686222553,0.0019348947098478675,0.0011911937035620213,0.0005341818905435503,0.0016067747492343187,0.0005875936476513743,0.001375551801174879
system shall allow user modify location preference set already submitted meeting response,F,F,0.9892594814300537,0.001530998619273305,0.0011110079940408468,0.0019285171292722225,0.0005155462422408164,0.0009758287342265248,0.0017046466236934066,0.0009354769135825336,0.0005036082002334297,0.0005470417090691626,0.00032919319346547127,0.0006586718373000622
disputes system shall record name user date activity creates modifies disputes case system detailed history actions taken case including date user performed action must maintained auditing purposes,F,F,0.7034631371498108,0.015890130773186684,0.014035684987902641,0.033278938382864,0.0041757007129490376,0.1887003779411316,0.011673320084810257,0.004912336356937885,0.0029108861926943064,0.005875802133232355,0.004320298787206411,0.010763401165604591
system shall use secure sockets transactions include confidential customer information,SE,SE,0.006524541415274143,0.004093611147254705,0.00818929634988308,0.007802883163094521,0.005201667081564665,0.9342218637466431,0.006985846906900406,0.0021016753744333982,0.0031046352814882994,0.013490539975464344,0.004176895134150982,0.004106671549379826
system administrator shall able reset revoked user logon account,SE,F,0.6737176775932312,0.007226418703794479,0.002855641068890691,0.014077529311180115,0.0020113589707762003,0.2791510820388794,0.006460624281316996,0.0028528727125376463,0.0015493591781705618,0.005511360242962837,0.0015112824039533734,0.003074756357818842
notification game ending include reason game ended ie player game player ended game,F,F,0.9903781414031982,0.0009246638510376215,0.001312878797762096,0.0018627943936735392,0.00039157361607067287,0.0011738961329683661,0.001144513371400535,0.00029005578835494816,0.0004667116445489228,0.0010162973776459694,0.000494732812512666,0.000543703674338758
website shall request authorize credit card payment allowing user stream movie,F,F,0.7055845856666565,0.023122869431972504,0.00947501789778471,0.021245723590254784,0.007444960065186024,0.18025457859039307,0.012333904393017292,0.005030136089771986,0.003803111845627427,0.020961493253707886,0.0044613671489059925,0.006282191723585129
system shall allow user specify custom meeting locations,F,F,0.9897785782814026,0.0009514499688521028,0.0008838708745315671,0.0022951823193579912,0.00037472607800737023,0.0017517425585538149,0.0011707729427143931,0.0007856038282625377,0.0004551443853415549,0.0007091023726388812,0.00022704293951392174,0.0006168018444441259
information recorded must include optional field context,F,F,0.9488257169723511,0.004476633388549089,0.007495831698179245,0.015240728855133057,0.0013646348379552364,0.006463320925831795,0.0035270836669951677,0.0023304063361138105,0.0016045091906562448,0.004498176742345095,0.001209185691550374,0.002963607432320714
user shall able download appointments contact information clients,F,F,0.8943691253662109,0.005470501258969307,0.002859787316992879,0.023906759917736053,0.0011743714567273855,0.05701145902276039,0.004493288230150938,0.002232008846476674,0.0015179273905232549,0.0035447697155177593,0.001338785164989531,0.0020812766160815954
product shall conform americans disabilities act,US,LF,0.027986235916614532,0.027307402342557907,0.29192259907722473,0.12751613557338715,0.03934832662343979,0.11883620172739029,0.046133119612932205,0.024644091725349426,0.025665955618023872,0.12890289723873138,0.07481604069471359,0.06692100316286087
system shall support ability perform receive operation,F,F,0.9183191061019897,0.018687469884753227,0.007903995923697948,0.01841839589178562,0.0038643302395939827,0.005564492661505938,0.007445488590747118,0.004664347041398287,0.0015608289977535605,0.008931335993111134,0.0016786757623776793,0.0029614074155688286
high level performance requires high speed network high level connectivity,PE,O,0.006854543928056955,0.12274082750082016,0.04688107594847679,0.09270995855331421,0.13435791432857513,0.028559911996126175,0.025954511016607285,0.04379381611943245,0.033868707716464996,0.4036923348903656,0.03831633925437927,0.02227003127336502
functions system must available user every time system turned,A,PE,0.07577099651098251,0.27429309487342834,0.02803966961801052,0.1513880044221878,0.11103107780218124,0.11137068271636963,0.05019727721810341,0.05685128644108772,0.015939712524414062,0.07320918142795563,0.025390544906258583,0.026518521830439568
users authorized home access corporate intranet may use cos noncompany locations,SE,SE,0.008105931803584099,0.0024457424879074097,0.006487851031124592,0.014276797883212566,0.0061208088882267475,0.9385169148445129,0.0029348195530474186,0.0022999949287623167,0.003598893526941538,0.008909003809094429,0.003333859844133258,0.0029693804681301117
appearance product shall appear professional,LF,F,0.529576301574707,0.013760242611169815,0.16763801872730255,0.04769023880362511,0.01876760832965374,0.029781537130475044,0.024366287514567375,0.009716595523059368,0.012731005437672138,0.10702118277549744,0.01196260191500187,0.026988336816430092
wcs system shall ability include data regions outside united states accessed users outside united states approved ccr management,SC,SE,0.19317664206027985,0.028797399252653122,0.01777718774974346,0.1346692144870758,0.010690601542592049,0.5436741709709167,0.018677163869142532,0.011470706202089787,0.0072796642780303955,0.014483165927231312,0.01153156440705061,0.0077725062146782875
system shall notify realtor seller buyer responds appointment request,F,F,0.9632965326309204,0.003397727385163307,0.00268249842338264,0.011736332438886166,0.00099595554638654,0.007759139873087406,0.0025351059157401323,0.0018842414719983935,0.001604887074790895,0.0016725803725421429,0.0009148056269623339,0.001520167337730527
product shall translated foreign languages target market countries92 languages future releases emerging target market shall take 5 days configure product market92s language,US,US,0.003678905311971903,0.08461183309555054,0.1995386779308319,0.19954051077365875,0.11834517121315002,0.01031822245568037,0.025819135829806328,0.04243742302060127,0.03150437772274017,0.13335739076137543,0.1164645329117775,0.03438388556241989
system shall allow user confirm purchase,F,F,0.9881026148796082,0.001039926428347826,0.000713591871317476,0.002817688975483179,0.00033453560899943113,0.0030029749032109976,0.0011898984666913748,0.0008124739397317171,0.000532794336322695,0.0005177923594601452,0.00022544048260897398,0.0007103152456693351
start turn product shall notify player status,F,F,0.9822923541069031,0.002779320813715458,0.0025207307189702988,0.00448921462520957,0.0004865589435212314,0.0017644430045038462,0.001612931489944458,0.00084761215839535,0.0006228182464838028,0.0010396864963695407,0.00044790044194087386,0.0010963159147650003
product shall end game hit offensive player results sinking last defensive player92s ships previously marked sunk,F,F,0.9565007090568542,0.0042606620118021965,0.005683817435055971,0.017066938802599907,0.0009758408996276557,0.003174480516463518,0.004306808579713106,0.002007597591727972,0.0009681254159659147,0.0024976367130875587,0.0012048888020217419,0.0013524313690140843
system shall able call seller buyer schedule appointment,F,F,0.9818124771118164,0.0024948003701865673,0.0015787831507623196,0.005013779737055302,0.0012008424382656813,0.0004908259143121541,0.0016673484351485968,0.0009012422524392605,0.0010872944258153439,0.002570832846686244,0.0006211269646883011,0.0005605967016890645
view personal details customer,F,F,0.981549859046936,0.0019732897635549307,0.0015511027304455638,0.002370447851717472,0.00046410030336119235,0.0054658809676766396,0.0016955777537077665,0.0009003561572171748,0.0007836123113520443,0.0014074298087507486,0.0005565033061429858,0.0012818663381040096
system keep customer email,F,F,0.8935266733169556,0.002657582052052021,0.0032657531555742025,0.00702905235812068,0.0016334302490577102,0.07050929963588715,0.004898847080767155,0.0018478414276614785,0.0019423604244366288,0.008212326094508171,0.0012525084894150496,0.0032243309542536736
interface shall easy use 90 users able successfully use system generate report first use interface adhere ibm usability standards,US,US,0.003983277827501297,0.024063270539045334,0.23950722813606262,0.42146414518356323,0.035236675292253494,0.012981606647372246,0.01971747912466526,0.02286509796977043,0.02092853933572769,0.09188489615917206,0.06547733396291733,0.0418904647231102
credit card information encrypted database,SE,SE,0.030078129842877388,0.00217125890776515,0.0024685715325176716,0.0025229163002222776,0.00182485138066113,0.9414364099502563,0.002901663538068533,0.0014772325521335006,0.001435273909009993,0.008784789592027664,0.002652354072779417,0.0022465295623987913
authenticate login user web app,F,F,0.7582154273986816,0.00775019871070981,0.008568973280489445,0.023794332519173622,0.0018104180926457047,0.1641532927751541,0.006168322637677193,0.002523578004911542,0.003698886837810278,0.013730160892009735,0.004673109855502844,0.0049133761785924435
shot marked miss product shall change status defensive player offensive,F,F,0.9790103435516357,0.0008870071033015847,0.004496883135288954,0.004562304355204105,0.0004556695057544857,0.0032461558002978563,0.0013322775484994054,0.0004820959875360131,0.0005928997416049242,0.0030508937779814005,0.0010468825930729508,0.0008366857655346394
product shall store new conference rooms,F,F,0.8531699776649475,0.008620331063866615,0.022866718471050262,0.06737639009952545,0.004814993590116501,0.004058290738612413,0.007836881093680859,0.009393169544637203,0.002886089263483882,0.008989879861474037,0.003350557293742895,0.00663671363145113
collision estimators shall search recycled parts users without collision estimator role shall access search recycled parts,SE,F,0.34290340542793274,0.04878149554133415,0.018032627180218697,0.19496014714241028,0.005626214202493429,0.31593725085258484,0.02654697559773922,0.01397787407040596,0.005550179164856672,0.009461047127842903,0.009019756689667702,0.009203042834997177
responsible properly allocating selected product according customer ’ choice delivering product customer,F,F,0.9380936622619629,0.008116990327835083,0.006119393743574619,0.02472383715212345,0.0020611623767763376,0.0021562299225479364,0.005960221868008375,0.004178657196462154,0.001949878642335534,0.0029513274785131216,0.001368990633636713,0.0023196404799818993
menus system must easily navigable users buttons easy understand,US,US,0.01194311585277319,0.04861757531762123,0.09190135449171066,0.5933647155761719,0.013775945641100407,0.04327741265296936,0.015286309644579887,0.033498283475637436,0.022039886564016342,0.05435338616371155,0.04089361056685448,0.031048418954014778
programmers application developers access source code address bugs system enhancements deemed necessary network administrator dba support also required maintain 24x7 system uptime,A,O,0.004419378470629454,0.05867557227611542,0.0782616063952446,0.0700419545173645,0.10382099449634552,0.12764783203601837,0.049269240349531174,0.03949543833732605,0.037731122225522995,0.2617623805999756,0.12891878187656403,0.039955656975507736
system shall give mediator privileges schedule location equipment resources,F,F,0.9796801209449768,0.0019270505290478468,0.0016654321225360036,0.004912825766950846,0.000848031195346266,0.0010426705703139305,0.0037392100784927607,0.0019542709924280643,0.001127404859289527,0.0016051665879786015,0.0005209223018027842,0.0009768620366230607
user authentication privileges defined outside scope sytem microsoft active directroy server,SE,O,0.020016534253954887,0.025649454444646835,0.10453222692012787,0.07384762167930603,0.027271902188658714,0.15164174139499664,0.014958345331251621,0.014286106452345848,0.016435181722044945,0.4921358525753021,0.04100249335169792,0.01822248473763466
system shall display faq ’ upon request,F,F,0.8232115507125854,0.01318296417593956,0.03926367685198784,0.023113086819648743,0.00520486431196332,0.030396241694688797,0.015889527276158333,0.0030695581808686256,0.0031269162427634,0.030370229855179787,0.003258458338677883,0.009912880137562752
fit criterion dr susan poslusny karen sysol people shall access final class section scheduling system interfaces campusconnect,SE,O,0.01979891024529934,0.03722139447927475,0.0851505696773529,0.10116391628980637,0.04128798097372055,0.024369949474930763,0.026077797636389732,0.01949874684214592,0.01925552263855934,0.5771548748016357,0.031221233308315277,0.017799098044633865
transactions flea market require valid user id password,SE,SE,0.02832164242863655,0.007338722236454487,0.004043417517095804,0.008876408450305462,0.0031025423668324947,0.9241631627082825,0.003947471734136343,0.0030971502419561148,0.0024055298417806625,0.007599218282848597,0.0026251417584717274,0.004479611292481422
disputes applications shall interface merchant information database merchant information database provides detailed information regard merchant merchant detail information shall obtained merchant information database,O,O,0.022538434714078903,0.03335196152329445,0.10172579437494278,0.05265387147665024,0.018476108089089394,0.1282798796892166,0.015139448456466198,0.00898769311606884,0.014983495697379112,0.5680413246154785,0.020474528893828392,0.015347451902925968
vendors must take permission administrator selling products site administrator test product ’ quality according market price permit vendor selling purpose,F,F,0.9488387107849121,0.0031782689038664103,0.0031790905632078648,0.013684257864952087,0.0010552252642810345,0.016533518210053444,0.003406500443816185,0.0018061678856611252,0.001067831413820386,0.004878011532127857,0.0009695807239040732,0.0014027641154825687
system shall help system offers tips explanation screen item screens upon demand,US,F,0.8371155858039856,0.014321521855890751,0.03031863644719124,0.05998963490128517,0.006096319295465946,0.0025994221214205027,0.01324883010238409,0.006086774170398712,0.0028104137163609266,0.015461836010217667,0.004761058371514082,0.0071900081820786
system shall use textbased interface display listing available mail,LF,F,0.5882571935653687,0.01149912178516388,0.0798182561993599,0.0636981874704361,0.00675502885133028,0.006834091152995825,0.01733105257153511,0.006239634472876787,0.005052103661000729,0.20237915217876434,0.004701885394752026,0.007434203755110502
system keep customer contact number,F,F,0.8871569037437439,0.004603310022503138,0.005654268432408571,0.013247213326394558,0.0026954407803714275,0.0638207346200943,0.006222175434231758,0.0017484630225226283,0.0023032163735479116,0.0066718971356749535,0.0018409087788313627,0.004035537596791983
flea market system interface web server rdbms software using apis provided implementation language,O,O,0.010193396359682083,0.022689979523420334,0.13733898103237152,0.04538356512784958,0.05682549998164177,0.03290053829550743,0.03789927810430527,0.021510692313313484,0.038351286202669144,0.4730687439441681,0.08517850190401077,0.03865963965654373
system shall use ibm ccr branding standards interface must one ibm logo one ccr logo,LF,O,0.0071608154103159904,0.02727424167096615,0.21058203279972076,0.07956742495298386,0.08792714774608612,0.04324952885508537,0.03764944151043892,0.02066643349826336,0.03783067688345909,0.3594534397125244,0.062494345009326935,0.02614452876150608
product must highly configurable use various database management systems end users 80 end users able integrate new database management systems product without changing product92s software code,MN,O,0.0039028527680784464,0.08574052155017853,0.0654454305768013,0.1730748414993286,0.07174509763717651,0.0245693176984787,0.0394076444208622,0.05579236149787903,0.03334443271160126,0.29606711864471436,0.11345085501670837,0.03745950758457184
return list available patient loaded correct,F,F,0.9903308153152466,0.0010064904345199466,0.0010112872114405036,0.001840341603383422,0.000446940801339224,0.0010945007670670748,0.0016204630956053734,0.0006344415014609694,0.000534660299308598,0.0006185115198604763,0.00031414019758813083,0.0005473605124279857
system shall provide option withdraw money,F,F,0.9609472155570984,0.005037480965256691,0.0033982170280069113,0.012360628694295883,0.0023961763363331556,0.0030265673995018005,0.003477863036096096,0.0020570247434079647,0.0012144098291173577,0.0037121004424989223,0.0010820025345310569,0.0012904187897220254
system require user state time doughnut delivered,F,F,0.9404690861701965,0.013937406241893768,0.00384042807854712,0.013691275380551815,0.0030947017949074507,0.004267903510481119,0.005043770652264357,0.005046046804636717,0.0029741651378571987,0.0029158026445657015,0.0016751368530094624,0.0030443137511610985
estimator shall search available recycled parts using list preferred parts suppliers,F,F,0.9738556146621704,0.0022056170273572206,0.0034629274159669876,0.007994243875145912,0.0006764527643099427,0.0017021815292537212,0.0032826652750372887,0.0017741054762154818,0.0009149446850642562,0.002287560375407338,0.0005771077703684568,0.0012666275724768639
system use company colors logos,LF,LF,0.053475722670555115,0.012769832275807858,0.46916162967681885,0.06859622895717621,0.023961253464221954,0.08393314480781555,0.02840566635131836,0.010412503033876419,0.022665375843644142,0.14426462352275848,0.04243834689259529,0.03991560637950897
business rules specified disputes system shall compliance guidelines regulation e regulation z,L,LF,0.02326454035937786,0.027421774342656136,0.23183535039424896,0.05491308867931366,0.06827177852392197,0.09458793699741364,0.07443033903837204,0.018851442262530327,0.03613155707716942,0.17960703372955322,0.09322589635848999,0.09745918214321136
system shall prevent malicious attacks including denial service,SE,SE,0.046700239181518555,0.02885516919195652,0.03866839408874512,0.035600800067186356,0.015613416209816933,0.6265097260475159,0.03906404972076416,0.016416041180491447,0.011888174340128899,0.09621511399745941,0.02776798978447914,0.01670084334909916
system shall intuitive program administratorsnursing staff members,US,F,0.44723832607269287,0.029760731384158134,0.03698902949690819,0.31799957156181335,0.007254237774759531,0.013158359564840794,0.015694113448262215,0.0195807795971632,0.00863046757876873,0.08457457274198532,0.011010712943971157,0.00810912437736988
